,text,label
3087,The stage itself has been given named areas to help blocking .,B1
3088,The film received negative reviews from critics .,B1
3089,With the start of the Soest district in 1817 its influence slowly rose .,B1
3090,000 is the emergency telephone number in Australia .,B1
3091,000 is the primary emergency telephone number in Australia .,B1
3092,"The land battle took place over about 81 days beginning on April 1 , 1945 .",B1
3093,At 10.00 am there was a large crowd of people watching the action .,B1
3094,At 10.00 am there was a large crowd of people watching the action .,B1
3095,Oats are also sometimes used in drinks .,B1
3096,Certain networks have made changes to prevent them from being used by such multi-network IM clients .,B1
3097,"The speech lasted approximately 40 minutes and consisted of 4,955 words .",B1
3098,"The speech lasted about 40 minutes and had 4,955 words .",B1
3099,"The tickets may have to be shown or checked automatically at the station platform or when boarding , or during the ride by a conductor .",B1
3100,The term originally meant the portions of a log which one had split lengthwise into four or six sections .,B1
3101,There are two major highways serving the county .,B1
3102,There are two major highways in the county .,B1
3103,Health care for the homeless is a major public health challenge .,B1
3104,Health care for homeless people is a major public health challenge .,B1
3105,"Monsters will talk with players during the battles , and the game will tell the players what the monster 's feelings and actions are .",B1
3106,"Since cholera became common in the 19th century , it has killed tens of millions of people .",B1
3107,"Morenz died from problems with a broken leg , an injury he suffered in a game .",B1
3108,"According to the anti-nuclear movement , most of the problems with nuclear power today are much the same as in the 1970s .",B1
3109,"In 1977 , the federal government placed alligators on the endangered list .",B1
3110,"In 1977 , the federal government placed alligators on the endangered species list .",B1
3111,"On each usual episode , a celebrity guest came on the show with a secret .",B1
3112,"On each typical episode , a celebrity guest came on the show with a secret .",B1
3113,The following artists achieved three or more number-one hits during the 1990s .,B1
3114,"In the knockout phase , teams play against each other over two legs on a home - and - away basis , except for the one-match final .",B1
3115,Ana awakens three days later in the hospital with Christian at her side .,B1
3116,"In many societies , shepherds were an important part of the economy .",B1
3117,"Rivette died on 29 January 2016 from complications of Alzheimer 's disease at the age of 87 , in his home in Paris .",B1
3118,The movie received mainly mixed reviews .,B1
3119,Thomas began his career at fourteen as an announcer on a local radio show .,B1
3120,Thomas began his career at 14 as an announcer on a local radio show .,B1
3121,CHP is most efficient when heat can be used on - site or very close to it .,B1
3122,Points and goals will carry over in full from regular season .,B1
3123,Points and goals will carry over in full from the regular season .,B1
3124,"Concerts involving a greater number of artists , especially those that last for days , are known as festivals .",B1
3125,"Between 1948 and 1950 , she developed a theory by which these mobile elements regulated the genes by inhibiting or modulating their action .",B1
3126,Higher capacity Zip disks must be used in a drive with at least the same capacity ability .,B1
3127,Each postcode area is divided into post towns and postcode districts .,B1
3128,Rounders is a bat and ball game which is played in Ireland ; a similar version is played in the UK .,B1
3129,The character has appeared in many adaptations of the comics .,B1
3130,"After leaving the station , the train enters the launch area .",B1
3131,They are considered one of the most successful groups of studio musicians in music history .,B1
3132,This park includes three valleys .,B1
3133,He is thought of as one of the most important architectural thinkers and urbanists of his generation .,B1
3134,"Therefore , the mean of the grouped data is",B1
3135,There are hundreds of different types of fibulae .,B1
3136,"Though he experimented in many styles of art , his unique talent was landscape painting .",B1
